fold,train_start,train_end,valid_start,valid_end,clock,strategy,rows,numerator,denominator,weighted_zero_mean_r2,prediction_mean,prediction_std
rw_02,1339,1458,1459,1518,batch_missing,clock_predabs_shrink,2182840,3358015.2104418217,3418646.9465360064,0.017735594532691024,-0.0008161022664311208,0.06804066820508947
rw_02,1339,1458,1459,1518,batch_missing,clock_simplex,2182840,3353329.933005444,3418646.9465360064,0.019106100908356738,-0.00035712514479618976,0.07368213853713798
rw_02,1339,1458,1459,1518,batch_missing,clock_simplex_tail_q99_q100,2182840,3351347.4064112096,3418646.9465360064,0.019686016478826285,0.0003273109490692415,0.07770203920762618
rw_02,1339,1458,1459,1518,batch_missing,clock_simplex_tail_q90_q100,2182840,3351086.661017215,3418646.9465360064,0.019762287997375116,0.00022234037777178747,0.07750928424257801
rw_03,1399,1518,1519,1578,none,base_ensemble,2230272,2887753.1093600392,2903734.5511061894,0.00550375437729389,0.0010177443216631086,0.047419644641419754
rw_03,1399,1518,1519,1578,none,global_shrink,2230272,2887753.1093600392,2903734.5511061894,0.00550375437729389,0.0010177443216631086,0.047419644641419754
rw_03,1399,1518,1519,1578,row_activity,clock_shrink,2230272,2887757.740327363,2903734.5511061894,0.005502159545795915,0.001016399165478689,0.04739431768558457
rw_03,1399,1518,1519,1578,row_activity,clock_weight_shrink,2230272,2887913.06747274,2903734.5511061894,0.005448667347165759,0.0009902062297931903,0.04728486580633682
rw_03,1399,1518,1519,1578,row_activity,clock_predabs_shrink,2230272,2887807.660465692,2903734.5511061894,0.005484967844057831,0.0010303990086100922,0.04724755042344078
rw_03,1399,1518,1519,1578,row_activity,clock_simplex,2230272,2887456.854554267,2903734.5511061894,0.005605779820927914,0.0021283863237016596,0.0488225796624724
rw_03,1399,1518,1519,1578,row_activity,clock_simplex_tail_q99_q100,2230272,2887739.6976929805,2903734.5511061894,0.005508373142137146,0.0010184294900532596,0.04742033054966801
rw_03,1399,1518,1519,1578,row_activity,clock_simplex_tail_q90_q100,2230272,2887776.524274733,2903734.5511061894,0.005495690653051333,0.0010275755134804118,0.04742065509709093
rw_03,1399,1518,1519,1578,batch_missing,clock_shrink,2230272,2887775.3319744733,2903734.5511061894,0.005496101262299047,0.0009553525546592634,0.04712345583519886
rw_03,1399,1518,1519,1578,batch_missing,clock_weight_shrink,2230272,2887799.3972106613,2903734.5511061894,0.005487813577676248,0.0009178862788572844,0.04698342225182704
rw_03,1399,1518,1519,1578,batch_missing,clock_predabs_shrink,2230272,2887871.1512362845,2903734.5511061894,0.00546310263238825,0.0009126615933786073,0.04706296622426921
rw_03,1399,1518,1519,1578,batch_missing,clock_simplex,2230272,2888180.4822384687,2903734.5511061894,0.005356573954666488,0.0005961191528340686,0.0476046000101192
rw_03,1399,1518,1519,1578,batch_missing,clock_simplex_tail_q99_q100,2230272,2887741.5900798677,2903734.5511061894,0.0055077214341886505,0.0010159671442160104,0.04742205865140788
rw_03,1399,1518,1519,1578,batch_missing,clock_simplex_tail_q90_q100,2230272,2887761.289825038,2903734.5511061894,0.005500937155245911,0.0009999744372789123,0.04740940604023789
rw_04,1459,1578,1579,1638,none,base_ensemble,2220592,4361593.263280983,4382271.741304411,0.004718666309194375,0.002795097715924082,0.04341904251314115
rw_04,1459,1578,1579,1638,none,global_shrink,2220592,4361593.263280983,4382271.741304411,0.004718666309194375,0.002795097715924082,0.04341904251314115
rw_04,1459,1578,1579,1638,row_activity,clock_shrink,2220592,4362034.580347668,4382271.741304411,0.004617961219976374,0.002679720848796678,0.041550487381988424
rw_04,1459,1578,1579,1638,row_activity,clock_weight_shrink,2220592,4362459.148891448,4382271.741304411,0.004521078012169388,0.0024537230159714964,0.03990981762419675
rw_04,1459,1578,1579,1638,row_activity,clock_predabs_shrink,2220592,4362081.1136833085,4382271.741304411,0.004607342678181858,0.0026176630630732156,0.04156098142714441
rw_04,1459,1578,1579,1638,row_activity,clock_simplex,2220592,4360915.887041747,4382271.741304411,0.004873238247956602,0.002647208297036024,0.045761741481190936
rw_04,1459,1578,1579,1638,row_activity,clock_simplex_tail_q99_q100,2220592,4361632.775230296,4382271.741304411,0.004709649992624909,0.0027906920457857936,0.04339647174372455
rw_04,1459,1578,1579,1638,row_activity,clock_simplex_tail_q90_q100,2220592,4361277.460771224,4382271.741304411,0.004790729962112494,0.00270867167562272,0.0441440145154305
rw_04,1459,1578,1579,1638,batch_missing,clock_shrink,2220592,4361593.263280983,4382271.741304411,0.004718666309194375,0.002795097715924082,0.04341904251314115
rw_04,1459,1578,1579,1638,batch_missing,clock_weight_shrink,2220592,4362553.907206509,4382271.741304411,0.00449945490875292,0.0026152632302097576,0.04128348608983348
rw_04,1459,1578,1579,1638,batch_missing,clock_predabs_shrink,2220592,4361984.476559491,4382271.741304411,0.004629394511003304,0.002467539148799248,0.041128511549963026
rw_04,1459,1578,1579,1638,batch_missing,clock_simplex,2220592,4361735.14952547,4382271.741304411,0.004686288982350462,0.002820903637670959,0.043288999160489096
rw_04,1459,1578,1579,1638,batch_missing,clock_simplex_tail_q99_q100,2220592,4361589.336325587,4382271.741304411,0.004719562409579714,0.0027948866519111933,0.043417252426501726
rw_04,1459,1578,1579,1638,batch_missing,clock_simplex_tail_q90_q100,2220592,4361629.951197692,4382271.741304411,0.00471029441468962,0.0028042225140505733,0.04341264041803072
rw_05,1519,1638,1639,1698,none,base_ensemble,2236080,2475836.1594524533,2486787.380454553,0.004403762496212216,-0.0036533405478958187,0.0379116019257761
rw_05,1519,1638,1639,1698,none,global_shrink,2236080,2475836.1594524533,2486787.380454553,0.004403762496212216,-0.0036533405478958187,0.0379116019257761
rw_05,1519,1638,1639,1698,row_activity,clock_shrink,2236080,2475995.1837362545,2486787.380454553,0.00433981481614476,-0.0036327956042745834,0.03599553289258675
rw_05,1519,1638,1639,1698,row_activity,clock_weight_shrink,2236080,2476865.1542308354,2486787.380454553,0.0039899777124909885,-0.003479990995125871,0.035428778234620366
rw_05,1519,1638,1639,1698,row_activity,clock_predabs_shrink,2236080,2476036.604476951,2486787.380454553,0.004323158490388002,-0.003564881501981774,0.036219668011581344
rw_05,1519,1638,1639,1698,row_activity,clock_simplex,2236080,2475965.908707758,2486787.380454553,0.00435158704433225,-0.003155178958915984,0.043934358741109895
rw_05,1519,1638,1639,1698,row_activity,clock_simplex_tail_q99_q100,2236080,2475912.1924878554,2486787.380454553,0.004373187692753078,-0.003657011533728196,0.03790587045172471
rw_05,1519,1638,1639,1698,row_activity,clock_simplex_tail_q90_q100,2236080,2476129.1456161574,2486787.380454553,0.004285945361540033,-0.0036146437921075014,0.03814756067797812
rw_05,1519,1638,1639,1698,batch_missing,clock_shrink,2236080,2475836.1594524533,2486787.380454553,0.004403762496212216,-0.0036533405478958187,0.0379116019257761
rw_05,1519,1638,1639,1698,batch_missing,clock_weight_shrink,2236080,2475928.194677979,2486787.380454553,0.0043667528080300055,-0.003695026252118669,0.037854824383159694
rw_05,1519,1638,1639,1698,batch_missing,clock_predabs_shrink,2236080,2475943.948023053,2486787.380454553,0.0043604179901853835,-0.0038307444865833627,0.03771330008308799
rw_05,1519,1638,1639,1698,batch_missing,clock_simplex,2236080,2477459.895321518,2486787.380454553,0.0037508173020122104,-0.00325374478810695,0.04309393755318991
rw_05,1519,1638,1639,1698,batch_missing,clock_simplex_tail_q99_q100,2236080,2475700.1375176096,2486787.380454553,0.00445846035092734,-0.0036446489464200707,0.03793421547329331
rw_05,1519,1638,1639,1698,batch_missing,clock_simplex_tail_q90_q100,2236080,2475506.3089774447,2486787.380454553,0.004536403701327352,-0.003625694572656123,0.03799242463808478
